iter	Passed	Remaining
161	699	3617
162	704	3615
163	707	3605
164	711	3601
165	715	3596
166	720	3591
167	724	3587
168	728	3581
169	732	3576
170	736	3570
171	740	3566
172	745	3563
173	751	3567
174	755	3561
175	759	3554
176	763	3550
177	767	3545
178	771	3539
179	775	3532
180	779	3526
181	783	3522
182	788	3518
183	791	3508
184	794	3501
185	799	3497
186	802	3490
187	806	3483
188	810	3477
189	815	3474
190	819	3469
191	823	3463
192	826	3456
193	831	3455
194	835	3448
195	839	3443
196	843	3438
197	847	3434
198	851	3428
199	856	3426
200	860	3419
201	865	3419
202	869	3414
203	873	3408
204	877	3404
205	881	3398
206	885	3392
207	888	3384
208	893	3383
209	898	3380
210	902	3375
211	907	3372
212	912	3372
213	917	3369
214	922	3366
215	926	3361
216	930	3355
217	935	3357
218	939	3351
219	944	3350
220	949	3345
221	953	3341
222	958	3338
223	963	3338
224	967	3332
225	971	3327
226	975	3323
227	980	3318
228	985	3316
229	989	3312
230	994	3309
231	998	3306
232	1003	3303
233	1007	3299
234	1012	3294
235	1016	3289
236	1020	3284
237	1024	3278
238	1028	3275
239	1032	3270
240	1036	3265
241	1041	3262
242	1046	3258
243	1051	3257
244	1056	3254
245	1060	3249
246	1064	3244
247	1069	3242
248	1073	3239
249	1077	3233
250	1082	3229
251	1086	3223
252	1090	3220
253	1095	3216
254	1100	3215
255	1104	3209
256	1109	3206
257	1112	3200
258	1118	3200
259	1124	3199
260	1128	3194
261	1134	3195
262	1138	3190
263	1144	3189
264	1148	3185
265	1152	3181
266	1157	3178
267	1161	3173
268	1165	3168
269	1171	3166
270	1175	3161
271	1179	3156
272	1184	3153
273	1188	3148
274	1194	3147
275	1198	3143
276	1203	3139
277	1206	3133
278	1210	3129
279	1215	3124
280	1219	3119
281	1224	3117
282	1229	3114
283	1233	3110
284	1237	3104
285	1241	3099
286	1246	3096
287	1250	3092
288	1255	3088
289	1260	3085
290	1265	3082
291	1269	3077
292	1273	3072
293	1279	3071
294	1282	3065
295	1287	3061
296	1291	3056
297	1296	3053
298	1301	3050
299	1305	3046
300	1309	3040
301	1313	3036
302	1318	3032
303	1322	3027
304	1327	3024
305	1332	3021
306	1338	3020
307	1341	3014
308	1346	3012
309	1350	3006
310	1355	3002
311	1358	2996
312	1363	2992
313	1367	2988
314	1372	2983
315	1376	2979
316	1381	2975
317	1385	2971
318	1389	2966
319	1395	2964
320	1400	2961
321	1404	2956
322	1409	2953
323	1413	2948
324	1418	2945
325	1422	2941
326	1426	2936
327	1430	2930
328	1434	2924
329	1438	2920
330	1443	2917
331	1447	2912
332	1452	2908
333	1456	2903
334	1460	2899
335	1464	2894
336	1468	2889
337	1472	2884
338	1476	2878
339	1481	2875
340	1486	2872
341	1489	2866
342	1494	2862
343	1499	2859
344	1504	2857
345	1509	2854
346	1513	2849
347	1517	2843
348	1520	2836
349	1525	2833
350	1529	2828
351	1533	2823
352	1538	2818
353	1541	2813
354	1546	2809
355	1551	2805
356	1555	2801
357	1559	2797
358	1563	2791
359	1568	2788
360	1572	2783
361	1576	2778
362	1580	2773
363	1584	2768
364	1587	2762
365	1591	2757
366	1595	2752
367	1600	2748
368	1603	2741
369	1607	2737
370	1611	2732
371	1615	2727
372	1620	2723
373	1624	2719
374	1629	2715
375	1634	2712
376	1638	2707
377	1642	2702
378	1647	2700
379	1652	2695
380	1656	2690
381	1660	2686
382	1664	2681
383	1668	2676
384	1672	2671
385	1677	2667
386	1681	2664
387	1686	2660
388	1690	2654
389	1693	2649
390	1698	2645
391	1703	2642
392	1709	2639
393	1712	2634
394	1717	2630
395	1722	2627
396	1726	2623
397	1730	2618
398	1735	2613
399	1740	2611
400	1744	2606
401	1748	2601
402	1753	2596
403	1757	2592
404	1761	2588
405	1766	2583
406	1770	2579
407	1774	2574
408	1778	2569
409	1782	2564
410	1786	2560
411	1789	2554
412	1793	2548
413	1797	2544
414	1800	2538
415	1805	2534
416	1810	2531
417	1813	2525
418	1817	2519
419	1821	2515
420	1827	2512
421	1830	2507
422	1835	2504
423	1840	2499
424	1844	2496
425	1849	2492
426	1854	2488
427	1859	2484
428	1863	2479
429	1868	2476
430	1872	2471
431	1875	2466
432	1881	2463
433	1884	2457
434	1888	2453
435	1893	2449
436	1898	2445
437	1902	2441
438	1906	2436
439	1910	2431
440	1914	2426
441	1918	2421
442	1923	2418
443	1927	2413
444	1930	2408
445	1935	2403
446	1937	2396
447	1941	2392
448	1945	2387
449	1949	2383
450	1953	2378
