iter	Passed	Remaining
233	12729	63428
234	12787	63391
235	12828	63273
236	12864	63127
237	12891	62941
238	12955	62935
239	13020	62933
240	13050	62762
241	13106	62714
242	13164	62680
243	13225	62658
244	13262	62523
245	13314	62458
246	13384	62477
247	13451	62482
248	13520	62499
249	13570	62424
250	13639	62439
251	13710	62460
252	13779	62469
253	13831	62403
254	13859	62233
255	13925	62228
256	13984	62197
257	14035	62124
258	14100	62116
259	14133	61968
260	14214	62031
261	14247	61882
262	14315	61887
263	14376	61862
264	14430	61806
265	14482	61740
266	14507	61561
267	14571	61549
268	14599	61381
269	14675	61421
270	14732	61376
271	14805	61399
272	14865	61369
273	14934	61372
274	14993	61337
275	15071	61376
276	15097	61207
277	15164	61203
278	15215	61134
279	15285	61143
280	15357	61157
281	15442	61224
282	15478	61095
283	15500	60910
284	15576	60938
285	15650	60960
286	15721	60970
287	15746	60797
288	15773	60636
289	15814	60530
290	15843	60379
291	15888	60287
292	15914	60126
293	15989	60151
294	16067	60186
295	16111	60092
296	16160	60018
297	16229	60017
298	16260	59874
299	16323	59852
300	16399	59876
301	16468	59876
302	16555	59936
303	16613	59895
304	16666	59836
305	16738	59843
306	16819	59882
307	16867	59804
308	16954	59861
309	17059	59984
310	17089	59839
311	17165	59860
312	17203	59745
313	17228	59585
314	17286	59541
315	17310	59382
316	17363	59321
317	17453	59386
318	17480	59237
319	17534	59177
320	17596	59149
321	17624	59003
322	17687	58977
323	17716	58835
324	17785	58830
325	17810	58675
326	17867	58629
327	17944	58646
328	18008	58625
329	18084	58638
330	18119	58520
331	18194	58528
332	18225	58396
333	18271	58316
334	18347	58327
335	18420	58332
336	18447	58188
337	18475	58051
338	18513	57942
339	18580	57928
340	18642	57895
341	18706	57868
342	18737	57743
343	18805	57727
344	18858	57668
345	18927	57658
346	18978	57591
347	19007	57458
348	19088	57482
349	19162	57487
350	19187	57342
351	19214	57206
352	19263	57135
353	19340	57148
354	19366	57007
355	19392	56870
356	19454	56836
357	19516	56803
358	19539	56658
359	19623	56688
360	19697	56691
361	19749	56628
362	19813	56601
363	19835	56454
364	19871	56346
365	19930	56306
366	19983	56247
367	20009	56112
368	20053	56029
369	20085	55914
370	20163	55925
371	20223	55885
372	20282	55845
373	20309	55715
374	20369	55677
375	20397	55549
376	20444	55477
377	20509	55450
378	20533	55316
379	20603	55303
380	20629	55174
381	20665	55072
382	20735	55059
383	20767	54948
384	20839	54940
385	20920	54957
386	20965	54878
387	21035	54864
388	21098	54833
389	21168	54820
390	21217	54753
391	21271	54697
392	21323	54638
393	21355	54527
394	21421	54501
395	21470	54434
396	21566	54486
397	21633	54464
398	21702	54447
399	21747	54368
400	21804	54320
401	21850	54244
402	21923	54237
403	21992	54218
404	22020	54099
405	22076	54048
406	22132	53999
407	22193	53961
408	22256	53928
409	22283	53806
410	22344	53769
411	22418	53761
412	22482	53728
413	22552	53712
414	22609	53662
415	22647	53569
416	22692	53492
417	22729	53397
418	22802	53387
419	22862	53346
420	22925	53312
421	22994	53291
422	23058	53258
423	23119	53217
424	23149	53106
425	23182	53003
426	23252	52986
427	23302	52921
428	23369	52894
429	23395	52776
430	23470	52767
431	23521	52704
432	23589	52682
433	23644	52627
434	23697	52570
435	23730	52469
436	23791	52427
437	23813	52302
438	23841	52190
439	23865	52069
440	23934	52047
441	23982	51980
442	24045	51945
443	24093	51877
444	24149	51826
445	24225	51819
446	24286	51779
447	24321	51682
448	24392	51663
449	24466	51652
450	24520	51596
451	24554	51498
452	24626	51482
453	24697	51463
454	24766	51438
455	24793	51326
456	24849	51275
457	24874	51161
458	24945	51140
459	24983	51052
460	25042	51008
461	25103	50967
462	25135	50868
463	25167	50769
464	25230	50732
465	25292	50694
466	25359	50665
467	25433	50649
468	25512	50643
469	25566	50589
470	25593	50479
471	25660	50451
472	25729	50425
473	25792	50388
474	25857	50353
475	25895	50267
476	25948	50211
477	26007	50165
478	26071	50128
479	26132	50087
480	26190	50040
481	26226	49949
482	26280	49895
483	26305	49783
484	26327	49669
485	26371	49594
486	26399	49491
487	26428	49390
488	26483	49338
489	26525	49262
490	26598	49242
491	26623	49134
492	26695	49113
493	26722	49008
494	26776	48954
495	26802	48849
496	26864	48810
497	26931	48779
498	26952	48666
499	27020	48636
500	27086	48603
501	27127	48526
502	27157	48429
503	27227	48403
504	27246	48288
505	27301	48236
506	27353	48178
507	27426	48159
508	27503	48144
509	27564	48102
510	27610	48034
511	27634	47928
512	27705	47903
513	27750	47834
514	27824	47814
515	27855	47721
516	27923	47691
517	27979	47640
518	27999	47528
519	28065	47494
520	28116	47436
521	28180	47398
522	28233	47343
523	28293	47299
524	28361	47269
525	28386	47167
526	28415	47071
527	28466	47012
528	28495	46918
529	28550	46865
530	28608	46818
531	28662	46765
532	28685	46660
533	28759	46639
534	28801	46567
535	28826	46467
536	28889	46426
537	28935	46361
538	28984	46299
539	29006	46195
540	29038	46107
541	29063	46008
542	29090	45913
543	29134	45843
544	29216	45834
545	29244	45741
546	29276	45654
547	29323	45590
548	29388	45554
549	29425	45475
550	29448	45375
551	29508	45332
552	29565	45284
553	29598	45198
554	29662	45161
555	29716	45108
556	29768	45053
557	29828	45010
558	29881	44955
559	29920	44880
560	29985	44844
561	30054	44813
562	30106	44758
563	30150	44690
564	30232	44679
565	30262	44591
566	30295	44507
567	30323	44417
568	30415	44420
569	30503	44417
570	30530	44325
571	30595	44289
572	30659	44250
573	30705	44185
574	30760	44135
575	30788	44044
576	30849	44002
577	30913	43963
578	30949	43884
579	31023	43860
580	31052	43772
581	31113	43729
582	31173	43685
583	31230	43637
584	31284	43584
585	31334	43525
586	31359	43433
587	31401	43363
588	31430	43276
589	31460	43190
590	31515	43140
591	31547	43058
592	31585	42984
593	31659	42959
594	31701	42890
595	31735	42811
596	31793	42764
597	31817	42671
598	31885	42637
599	31909	42545
600	31936	42457
601	31993	42410
602	32058	42371
603	32115	42324
604	32180	42287
605	32248	42252
606	32307	42207
607	32334	42119
608	32399	42081
609	32459	42037
610	32517	41990
611	32549	41910
612	32622	41882
613	32691	41849
614	32769	41828
615	32828	41782
616	32904	41757
617	32931	41670
618	33260	41964
619	33300	41894
620	33333	41814
621	33362	41730
622	33429	41692
623	33452	41601
624	33479	41513
625	33549	41481
626	33631	41463
627	33675	41397
628	33721	41334
629	33788	41297
630	33815	41211
631	33881	41172
632	33953	41140
633	33994	41072
634	34084	41062
635	34177	41055
636	34260	41037
637	34296	40962
638	34367	40929
639	34399	40848
640	34468	40813
641	34490	40722
642	34520	40640
643	34560	40571
644	34616	40520
645	34641	40433
646	34673	40353
647	34697	40266
648	34721	40178
649	34771	40120
650	34820	40062
651	34878	40013
652	34943	39974
653	35002	39926
654	35039	39854
655	35069	39774
656	35106	39701
657	35144	39631
658	35219	39602
659	35250	39522
660	35306	39472
661	35329	39385
662	35390	39340
663	35414	39254
664	35445	39176
665	35507	39133
666	35565	39085
667	35588	38997
668	35635	38937
669	35711	38909
670	35750	38840
671	35826	38812
672	35898	38778
673	35925	38697
674	35978	38643
675	36027	38585
676	36053	38503
677	36110	38454
678	36166	38403
679	36195	38324
680	36238	38260
681	36274	38189
682	36300	38108
683	36327	38027
684	36364	37956
685	36420	37906
686	36476	37856
687	36526	37801
688	36561	37729
689	36593	37654
690	36641	37596
691	36699	37548
692	36761	37504
693	36791	37427
694	36820	37349
695	36871	37295
696	36895	37213
697	36927	37139
698	36953	37058
699	36999	36999
700	37069	36964
701	37126	36915
702	37205	36888
703	37262	36839
704	37314	36784
705	37374	36739
706	37429	36688
707	37496	36648
708	37560	36606
709	37601	36542
710	37641	36476
711	37678	36408
712	37743	36366
713	37781	36300
714	37841	36254
715	37871	36178
716	37929	36130
717	38000	36094
718	38053	36041
719	38114	35997
720	38137	35916
721	38164	35838
722	38219	35787
723	38282	35744
724	38316	35674
725	38375	35626
726	38437	35582
727	38465	35506
728	38497	35434
729	38523	35357
730	38569	35298
731	38628	35251
732	38685	35202
733	38722	35135
734	38756	35065
735	38788	34993
736	38811	34914
737	38861	34859
738	38916	34809
739	38968	34755
740	39035	34715
741	39082	34657
742	39103	34577
743	39129	34501
744	39153	34423
745	39210	34375
746	39280	34337
747	39340	34291
748	39408	34252
749	39472	34209
750	39519	34152
751	39544	34075
752	39606	34031
753	39663	33982
754	39717	33930
755	39753	33864
756	39811	33816
757	39861	33760
758	39911	33706
759	39935	33630
760	39963	33556
761	40027	33513
762	40063	33447
763	40096	33378
764	40159	33334
765	40184	33259
766	40207	33182
767	40233	33108
768	40267	33041
769	40320	32989
770	40381	32944
771	40411	32873
772	40463	32821
773	40524	32775
774	40546	32698
775	40609	32655
776	40632	32578
777	40666	32512
778	40721	32462
779	40753	32393
780	40777	32318
781	40809	32250
782	40868	32203
783	40931	32160
784	40953	32084
785	40976	32009
786	41005	31939
787	41069	31896
788	41141	31860
789	41169	31789
790	41198	31718
791	41279	31689
792	41337	31641
793	41375	31578
794	41435	31532
795	41465	31463
796	41521	31414
797	41576	31364
798	41601	31292
799	41633	31225
800	41677	31166
801	41734	31118
802	41788	31068
803	41844	31019
804	41869	30947
805	41922	30895
806	41971	30841
807	42028	30792
808	42089	30747
809	42113	30674
810	42173	30628
811	42236	30585
812	42265	30516
813	42321	30467
814	42393	30429
815	42457	30386
816	42520	30341
817	42576	30293
818	42611	30228
819	42675	30185
820	42701	30114
821	42756	30064
822	42797	30004
823	42852	29955
824	42928	29919
825	42962	29855
826	42998	29792
827	43092	29769
828	43115	29696
829	43179	29653
830	43206	29584
831	43236	29517
832	43298	29472
833	43332	29408
834	43399	29365
835	43420	29293
836	43474	29242
837	43528	29191
838	43557	29124
839	43617	29078
840	43678	29032
841	43706	28964
842	43758	28912
843	43829	28873
844	43877	28818
845	43900	28747
846	43939	28687
847	43992	28636
848	44049	28587
849	44117	28546
850	44187	28506
851	44262	28469
852	44346	28437
853	44420	28399
854	44500	28366
855	44526	28297
856	44583	28248
857	44607	28178
858	44680	28139
859	44738	28091
860	44807	28050
861	44842	27987
862	44911	27945
863	44975	27901
864	45035	27854
865	45095	27806
866	45118	27737
867	45175	27688
868	45243	27645
869	45267	27576
870	45332	27532
871	45354	27462
872	45422	27420
873	45504	27385
874	45569	27341
875	45643	27302
876	45718	27264
877	45794	27226
878	45857	27180
879	45880	27111
880	45906	27043
881	45930	26974
882	45990	26927
883	46040	26874
884	46102	26828
885	46126	26759
886	46160	26696
887	46226	26652
888	46299	26612
889	46386	26580
890	46414	26515
891	46437	26446
892	46502	26401
893	46528	26334
894	46593	26290
895	46628	26228
896	46689	26181
897	46758	26138
898	46782	26071
899	46824	26013
900	46903	25976
901	46937	25914
902	47008	25873
903	47093	25838
904	47169	25799
905	47260	25769
906	47292	25705
907	47381	25673
908	47440	25625
909	47505	25580
910	47531	25513
911	47616	25479
912	47655	25419
913	47711	25369
914	47777	25324
915	47830	25272
916	47888	25223
917	47963	25183
918	48025	25136
919	48086	25088
920	48161	25048
921	48224	25001
922	48282	24951
923	48364	24915
924	48428	24868
925	48461	24806
926	48542	24768
927	48608	24723
928	48632	24656
929	48688	24606
930	48710	24538
931	48762	24485
932	48825	24439
933	48889	24392
934	48961	24349
935	49024	24302
936	49086	24254
937	49150	24208
938	49174	24141
939	49204	24078
940	49227	24011
941	49249	23945
942	49307	23895
943	49381	23853
944	49409	23789
945	49449	23731
946	49510	23683
947	49541	23621
948	49600	23572
949	49666	23526
950	49734	23481
951	49795	23433
952	49858	23385
953	49921	23338
954	49992	23294
955	50020	23231
956	50091	23187
957	50153	23139
958	50176	23073
959	50235	23024
960	50262	22960
961	50328	22914
962	50359	22852
963	50445	22815
964	50517	22772
965	50556	22713
966	50582	22649
967	50616	22589
968	50657	22531
969	50710	22479
970	50735	22415
971	50793	22365
972	50829	22306
973	50857	22243
974	50882	22179
975	50911	22117
976	50933	22052
977	50989	22001
978	51044	21950
979	51097	21899
980	51152	21848
981	51206	21796
982	51264	21746
983	51317	21695
984	51353	21636
985	51408	21585
986	51475	21539
987	51509	21479
988	51585	21437
989	51657	21393
990	51687	21332
991	51751	21284
992	51782	21223
993	51837	21173
994	51861	21109
995	51901	21052
996	51950	20999
997	51975	20936
998	52028	20884
999	52053	20821
1000	52076	20757
1001	52139	20710
1002	52207	20664
1003	52245	20606
1004	52270	20544
1005	52321	20491
1006	52379	20442
1007	52461	20401
1008	52534	20357
1009	52624	20320
1010	52652	20259
1011	52713	20210
1012	52782	20164
1013	52813	20104
1014	52884	20059
1015	52946	20011
1016	53006	19962
1017	53030	19899
1018	53054	19836
1019	53110	19786
1020	53168	19736
1021	53219	19683
1022	53259	19627
1023	53284	19565
1024	53351	19518
1025	53421	19473
1026	53477	19422
1027	53508	19362
1028	53582	19319
1029	53612	19258
1030	53642	19198
1031	53683	19142
1032	53755	19098
1033	53784	19037
1034	53829	18983
1035	53897	18936
1036	53960	18888
1037	54020	18839
1038	54090	18793
1039	54162	18748
1040	54224	18699
1041	54281	18649
1042	54318	18592
1043	54365	18538
1044	54397	18479
1045	54477	18437
1046	54531	18385
1047	54555	18323
1048	54619	18275
1049	54645	18215
1050	54678	18156
1051	54706	18096
1052	54758	18044
1053	54809	17992
1054	54831	17930
1055	54864	17872
1056	54924	17823
1057	54981	17772
1058	55008	17712
1059	55069	17663
1060	55097	17604
1061	55153	17553
1062	55209	17502
1063	55275	17455
1064	55304	17396
1065	55325	17334
1066	55375	17282
1067	55437	17233
1068	55510	17187
1069	55575	17140
1070	55633	17089
1071	55692	17040
1072	55750	16990
1073	55780	16931
1074	55851	16885
1075	55926	16840
1076	55956	16781
1077	56008	16729
1078	56094	16687
1079	56154	16638
1080	56199	16584
1081	56272	16538
1082	56343	16492
1083	56408	16443
1084	56439	16385
1085	56509	16338
1086	56574	16290
1087	56647	16244
1088	56713	16196
1089	56782	16149
1090	56857	16103
1091	56934	16058
1092	57016	16014
1093	57069	15962
1094	57095	15903
1095	57160	15854
1096	57188	15795
1097	57222	15738
1098	57266	15684
1099	57327	15634
1100	57387	15584
1101	57449	15535
1102	57491	15480
1103	57525	15423
1104	57550	15364
1105	57582	15306
1106	57641	15256
1107	57711	15209
1108	57799	15166
1109	57878	15121
1110	57940	15071
1111	58002	15022
1112	58052	14969
1113	58077	14910
1114	58099	14850
1115	58147	14797
1116	58202	14746
1117	58269	14697
1118	58307	14642
1119	58373	14593
1120	58423	14540
1121	58445	14481
1122	58503	14430
1123	58533	14372
1124	58603	14325
1125	58669	14276
1126	58711	14222
1127	58736	14163
1128	58785	14110
1129	58846	14060
1130	58871	14002
1131	58922	13949
1132	58953	13892
1133	59000	13839
1134	59037	13784
1135	59067	13726
1136	59099	13670
1137	59123	13611
1138	59163	13557
1139	59223	13507
1140	59269	13453
1141	59325	13402
1142	59379	13351
1143	59433	13299
1144	59497	13250
1145	59531	13194
1146	59556	13136
1147	59623	13088
1148	59659	13032
1149	59683	12974
1150	59708	12916
1151	59742	12861
1152	59800	12810
1153	59824	12752
1154	59861	12697
1155	59926	12648
1156	59983	12598
1157	60035	12546
1158	60103	12497
1159	60154	12445
1160	60190	12390
1161	60214	12332
1162	60243	12276
1163	60272	12220
1164	60325	12168
1165	60362	12113
1166	60389	12057
1167	60441	12005
1168	60472	11949
1169	60503	11893
1170	60559	11842
1171	60640	11796
1172	60672	11741
1173	60738	11692
1174	60811	11644
1175	60876	11595
1176	60957	11549
1177	61024	11500
1178	61094	11451
1179	61124	11396
1180	61184	11345
1181	61251	11296
1182	61282	11241
1183	61342	11190
1184	61367	11134
1185	61397	11078
1186	61452	11027
1187	61515	10977
1188	61577	10927
1189	61638	10877
1190	61693	10826
1191	61715	10769
1192	61771	10718
1193	61793	10661
1194	61843	10609
1195	61870	10553
1196	61893	10496
1197	61942	10444
1198	61965	10387
1199	62018	10336
1200	62079	10286
1201	62103	10230
1202	62125	10173
1203	62178	10122
1204	62225	10069
1205	62286	10019
1206	62318	9964
1207	62385	9915
1208	62442	9864
1209	62494	9813
1210	62556	9763
1211	62631	9715
1212	62688	9664
1213	62752	9614
1214	62818	9564
1215	62888	9515
1216	62954	9466
1217	63030	9418
1218	63090	9367
1219	63151	9317
1220	63179	9262
1221	63224	9209
1222	63280	9158
1223	63326	9105
1224	63365	9052
1225	63427	9001
1226	63487	8951
1227	63518	8896
1228	63556	8843
1229	63649	8797
1230	63725	8748
1231	63801	8700
1232	63830	8645
1233	63893	8595
1234	63972	8546
1235	64045	8497
1236	64111	8447
1237	64143	8393
1238	64204	8342
1239	64258	8291
1240	64320	8240
1241	64395	8191
1242	64441	8139
1243	64503	8088
1244	64560	8037
1245	64626	7987
1246	64683	7936
1247	64712	7881
1248	64738	7826
1249	64804	7776
1250	64830	7721
1251	64891	7670
1252	64921	7616
1253	64978	7565
1254	65031	7513
1255	65052	7458
1256	65109	7406
1257	65176	7356
1258	65206	7302
1259	65258	7250
1260	65311	7199
1261	65382	7149
1262	65427	7097
1263	65481	7045
1264	65548	6995
1265	65615	6945
1266	65703	6897
1267	65731	6842
1268	65760	6788
1269	65795	6735
1270	65856	6684
1271	65884	6629
1272	65957	6580
1273	66013	6528
1274	66097	6480
1275	66161	6429
1276	66231	6379
1277	66267	6326
1278	66325	6274
1279	66380	6223
1280	66454	6173
1281	66512	6122
1282	66566	6070
1283	66634	6019
1284	66742	5973
1285	66798	5921
1286	66874	5871
1287	66937	5820
1288	66971	5767
1289	67008	5713
1290	67048	5660
1291	67077	5607
1292	67142	5556
1293	67193	5504
1294	67218	5450
1295	67280	5399
1296	67316	5345
1297	67356	5293
1298	67396	5240
1299	67421	5186
1300	67491	5135
1301	67532	5083
1302	67585	5031
1303	67640	4979
1304	67714	4929
1305	67778	4878
1306	67842	4827
1307	67924	4777
1308	67949	4723
1309	68009	4672
1310	68072	4621
1311	68119	4569
1312	68177	4517
1313	68207	4464
1314	68249	4411
1315	68318	4360
1316	68345	4307
1317	68407	4255
1318	68439	4202
1319	68469	4149
1320	68517	4097
1321	68577	4046
1322	68603	3992
1323	68631	3939
1324	68688	3888
1325	68724	3835
1326	68747	3781
1327	68818	3731
1328	68874	3679
1329	68919	3627
1330	68960	3574
1331	68988	3521
1332	69044	3470
1333	69108	3419
1334	69148	3366
1335	69188	3314
1336	69251	3263
1337	69321	3212
1338	69377	3160
1339	69405	3107
1340	69473	3056
1341	69544	3005
1342	69568	2952
1343	69599	2899
1344	69654	2848
1345	69691	2795
1346	69715	2743
1347	69743	2690
1348	69818	2639
1349	69894	2588
1350	69957	2537
1351	69992	2484
1352	70058	2433
1353	70121	2382
1354	70171	2330
1355	70210	2278
1356	70284	2227
1357	70320	2174
1358	70357	2122
1359	70382	2070
1360	70421	2017
1361	70481	1966
1362	70536	1914
1363	70569	1862
1364	70596	1810
1365	70659	1758
1366	70730	1707
1367	70831	1656
1368	70865	1604
1369	70937	1553
1370	71011	1502
1371	71091	1450
1372	71142	1399
1373	71219	1347
1374	71289	1296
1375	71325	1244
1376	71386	1192
1377	71448	1140
1378	71516	1089
1379	71551	1036
1380	71612	985
1381	71687	933
1382	71748	881
1383	71843	830
1384	71904	778
1385	71969	726
1386	71997	674
1387	72060	623
1388	72120	571
1389	72178	519
1390	72246	467
1391	72286	415
1392	72333	363
1393	72419	311
1394	72490	259
1395	72556	207
1396	72629	155
1397	72698	104
1398	72768	52
1399	72868	0
