iter	Passed	Remaining
304	208752	475682
305	209392	474897
306	210051	474154
307	210736	473473
308	211447	472848
309	212121	472141
310	212759	471354
311	213460	470706
312	214127	469985
313	214939	469580
314	215645	468942
315	216329	468257
316	216972	467482
317	217637	466757
318	218317	466063
319	219018	465413
320	219680	464682
321	220372	464013
322	221082	463383
323	221762	462688
324	222416	461940
325	223119	461296
326	223828	460663
327	224485	459920
328	225182	459263
329	225913	458673
330	226611	458016
331	227271	457280
332	227942	456568
333	228602	455835
334	229274	455127
335	229952	454430
336	230602	453677
337	231281	452983
338	231958	452284
339	232610	451538
340	233332	450927
341	234045	450297
342	234707	449570
343	235464	449024
344	236112	448270
345	236711	447425
346	237362	446680
347	238005	445918
348	238686	445228
349	239286	444389
350	239949	443668
351	240650	443016
352	241286	442244
353	241918	441466
354	242625	440827
355	243327	440176
356	243997	439469
357	244676	438778
358	245422	438206
359	246131	437567
360	246864	436971
361	247535	436263
362	248193	435535
363	248896	434885
364	249549	434148
365	250209	433423
366	250888	432732
367	251593	432084
368	252289	431421
369	252957	430711
370	253629	430007
371	254425	429514
372	255148	428895
373	255863	428264
374	256530	427551
375	257146	426754
376	257804	426027
377	258417	425226
378	259025	424418
379	259693	423709
380	260384	423039
381	261100	422408
382	261792	421739
383	262498	421091
384	263196	420430
385	263907	419791
386	264608	419133
387	265265	418407
388	265969	417757
389	266667	417095
390	267309	416346
391	268010	415690
392	268660	414953
393	269307	414214
394	269995	413537
395	270692	412874
396	271340	412137
397	271996	411411
398	272655	410691
399	273322	409984
400	273979	409261
401	274684	408609
402	275402	407977
403	276105	407323
404	276831	406703
405	277540	406056
406	278254	405417
407	278964	404772
408	279682	404137
409	280360	403445
410	281072	402801
411	281788	402163
412	282509	401532
413	283279	400969
414	283970	400296
415	284725	399710
416	285600	399293
417	286305	398636
418	287011	397980
419	287704	397305
420	288426	396671
421	289130	396012
422	289833	395351
423	290555	394717
424	291242	394033
425	291974	393411
426	292645	392706
427	293356	392055
428	294072	391410
429	294779	390754
430	295484	390094
431	296183	389426
432	296884	388760
433	297553	388053
434	298231	387357
435	298926	386684
436	299590	385971
437	300236	385234
438	300902	384524
439	301621	383881
440	302281	383163
441	302986	382503
442	303643	381782
443	304311	381075
444	305005	380400
445	305702	379729
446	306407	379068
447	307093	378382
448	307764	377679
449	308465	377013
450	309108	376275
451	309730	375513
452	310364	374767
453	311017	374043
454	311689	373342
455	312379	372662
456	313093	372012
457	313780	371329
458	314505	370691
459	315256	370083
460	315935	369390
461	316676	368769
462	317477	368218
463	318108	367470
464	318755	366739
465	319403	366011
466	320051	365284
467	320733	364594
468	321402	363890
469	322075	363191
470	322803	362553
471	323487	361867
472	324200	361212
473	324924	360569
474	325637	359914
475	326329	359236
476	327135	358682
477	327783	357956
478	328429	357226
479	329099	356524
480	329772	355825
481	330402	355079
482	331079	354384
483	331775	353711
484	332433	352996
485	333133	352325
486	333899	351725
487	334702	351163
488	335395	350484
489	336098	349817
490	336804	349152
491	337507	348482
492	338238	347843
493	338954	347188
494	339674	346536
495	340384	345874
496	341055	345172
497	341723	344467
498	342435	343807
499	343123	343123
500	343788	342415
501	344554	341808
502	345307	341188
503	346183	340688
504	346954	340084
505	347639	339394
506	348303	338685
507	349059	338065
508	349764	337395
509	350432	336690
510	351165	336046
511	351833	335341
512	352470	334606
513	353194	333954
514	353856	333243
515	354538	332551
516	355226	331865
517	355947	331209
518	356635	330523
519	357354	329865
520	358051	329187
521	358787	328545
522	359489	327871
523	360175	327182
524	360843	326477
525	361568	325823
526	362283	325161
527	362954	324459
528	363607	323741
529	364268	323030
530	364920	322312
531	365558	321581
532	366232	320882
533	366923	320198
534	367621	319521
535	368357	318876
536	369088	318227
537	369787	317550
538	370489	316875
539	371185	316194
540	371904	315534
541	372604	314857
542	373308	314184
543	374007	313506
544	374725	312844
545	375402	312147
546	376068	311442
547	376720	310725
548	377374	310011
549	378050	309313
550	378700	308595
551	379355	307883
552	380065	307214
553	380862	306614
554	381493	305882
555	382251	305251
556	383133	304718
557	383821	304030
558	384500	303335
559	385147	302615
560	385800	301901
561	386420	301160
562	387068	300442
563	387749	299749
564	388417	299046
565	389095	298352
566	389810	297685
567	390474	296980
568	391145	296280
569	391858	295612
570	392571	294944
571	393243	294245
572	393886	293524
573	394579	292841
574	395304	292181
575	395990	291492
576	396691	290815
577	397420	290158
578	398135	289490
579	398886	288848
580	399603	288182
581	400252	287466
582	400902	286752
583	401529	286020
584	402182	285308
585	402838	284599
586	403527	283912
587	404182	283202
588	404875	282518
589	405525	281805
590	406199	281109
591	406850	280397
592	407526	279701
593	408209	279011
594	408949	278360
595	409638	277674
596	410325	276986
597	411053	276326
598	411692	275607
599	412374	274916
600	413063	274230
601	413872	273623
602	414822	273108
603	415523	272429
604	416256	271770
605	416948	271085
606	417636	270397
607	418348	269724
608	419072	269059
609	419771	268378
610	420482	267704
611	421184	267025
612	421904	266357
613	422566	265652
614	423220	264942
615	423914	264258
616	424648	263598
617	425296	262885
618	425958	262181
619	426608	261469
620	427291	260778
621	427975	260087
622	428662	259399
623	429361	258717
624	430057	258034
625	430724	257333
626	431442	256663
627	432170	255999
628	432833	255296
629	433497	254594
630	434163	253893
631	434826	253190
632	435493	252490
633	436183	251802
634	436836	251094
635	437497	250391
636	438200	249712
637	438907	249035
638	439561	248328
639	440355	247699
640	441109	247048
641	441804	246364
642	442499	245680
643	443164	244978
644	443869	244300
645	444576	243622
646	445297	242951
647	446006	242275
648	446661	241568
649	447288	240847
650	447921	240129
651	448595	239434
652	449256	238732
653	450087	238119
654	450763	237425
655	451483	236753
656	452215	236088
657	452880	235387
658	453559	234694
659	454269	234017
660	454921	233310
661	455581	232607
662	456251	231910
663	456910	231207
664	457632	230536
665	458335	229856
666	459055	229183
667	459789	228517
668	460484	227833
669	461154	227135
670	461856	226454
671	462526	225757
672	463227	225074
673	463874	224366
674	464502	223649
675	465166	222949
676	465838	222253
677	466517	221561
678	467169	220856
679	467819	220150
680	468562	219488
681	469224	218787
682	469924	218105
683	470583	217403
684	471358	216756
685	472259	216165
686	472953	215479
687	473599	214772
688	474262	214072
689	474980	213396
690	475648	212699
691	476328	212007
692	477051	211334
693	477767	210658
694	478462	209972
695	479160	209288
696	479808	208582
697	480495	207893
698	481185	207205
699	481839	206502
700	482549	205823
701	483296	205160
702	484002	204479
703	484724	203804
704	485429	203122
705	486173	202457
706	486872	201773
707	487549	201079
708	488290	200412
709	488979	199724
710	489680	199040
711	490385	198358
712	491098	197679
713	491789	196991
714	492516	196317
715	493226	195637
716	494067	195008
717	494789	194332
718	495480	193644
719	496218	192973
720	496934	192295
721	497570	191585
722	498263	190897
723	498934	190201
724	499598	189503
725	500286	188813
726	500959	188118
727	501587	187406
728	502241	186704
729	502892	186001
730	503534	185295
731	504227	184608
732	504889	183909
733	505527	183202
734	506172	182497
735	506788	181782
736	507434	181079
737	508093	180380
738	508744	179678
739	509367	178966
740	510078	178286
741	510761	177596
742	511431	176901
743	512121	176213
744	512803	175523
745	513522	174845
746	514184	174148
747	514925	173477
748	515621	172791
749	516312	172104
750	516942	171396
751	517669	170720
752	518439	170059
753	519141	169375
754	519838	168689
755	520551	168008
756	521270	167330
757	521971	166645
758	522953	166049
759	523644	165361
760	524273	164653
761	524948	163960
762	525654	163276
763	526305	162576
764	527011	161892
765	527707	161205
766	528415	160522
767	529055	159818
768	529690	159113
769	530604	158492
770	531262	157793
771	531945	157102
772	532616	156408
773	533314	155722
774	533957	155020
775	534627	154325
776	535292	153629
777	535973	152938
778	536658	152248
779	537332	151555
780	538006	150862
781	538684	150170
782	539353	149475
783	540030	148783
784	540731	148098
785	541437	147414
786	542110	146721
787	542765	146023
788	543459	145335
789	544135	144643
790	544842	143959
791	545581	143283
792	546286	142599
793	546909	141893
794	547540	141189
795	548155	140482
796	548879	139802
797	549544	139107
798	550190	138408
799	550859	137714
800	551542	137024
801	552326	136359
802	553370	135758
803	554086	135075
804	554807	134394
805	555472	133699
806	556162	133010
807	556892	132330
808	557619	131650
809	558302	130959
810	558998	130272
811	559705	129586
812	560472	128915
813	561141	128221
814	561812	127527
815	562483	126834
816	563108	126130
817	563732	125427
818	564387	124730
819	565031	124031
820	565677	123332
821	566358	122642
822	567052	121954
823	567669	121249
824	568300	120548
825	568992	119860
826	569730	119181
827	570417	118492
828	571146	117811
829	571893	117134
830	572573	116443
831	573375	115777
832	574202	115116
833	574971	114442
834	575681	113757
835	576366	113067
836	577062	112378
837	577778	111694
838	578464	111004
839	579175	110319
840	579873	109631
841	580590	108946
842	581237	108249
843	581871	107549
844	582556	106859
845	583209	106163
846	583876	105470
847	584560	104779
848	585261	104092
849	585904	103394
850	586522	102693
851	587184	101999
852	587889	101312
853	588595	100626
854	589276	99935
855	589967	99246
856	590684	98562
857	591385	97875
858	592076	97186
859	592808	96503
860	593540	95821
861	594271	95138
862	595013	94457
863	595689	93765
864	596357	93073
865	597052	92384
866	597717	91691
867	598401	91001
868	599119	90316
869	599901	89640
870	600748	88974
871	601507	88294
872	602191	87604
873	602873	86913
874	603539	86219
875	604196	85525
876	604854	84831
877	605503	84136
878	606150	83440
879	606777	82742
880	607479	82054
881	608124	81359
882	608805	80668
883	609507	79980
884	610137	79283
885	610824	78593
886	611505	77903
887	612202	77214
888	612869	76522
889	613553	75832
890	614237	75142
891	614947	74455
892	615565	73757
893	616197	73061
894	616918	72375
895	617578	71683
896	618243	70991
897	618916	70300
898	619663	69617
899	620386	68931
900	621091	68244
901	621920	67570
902	622973	66919
903	623691	66232
904	624495	65554
905	625215	64867
906	625908	64178
907	626638	63492
908	627321	62801
909	628037	62113
910	628715	61422
911	629407	60732
912	630052	60037
913	630708	59344
914	631430	58657
915	632094	57964
916	632749	57271
917	633400	56578
918	634266	55903
919	634950	55213
920	635615	54520
921	636255	53826
922	636936	53135
923	637641	52446
924	638290	51753
925	638943	51060
926	639624	50369
927	640323	49680
928	641039	48992
929	641765	48304
930	642472	47616
931	643179	46927
932	643888	46238
933	644564	45547
934	645234	44855
935	645946	44167
936	646668	43479
937	647364	42789
938	648034	42098
939	648633	41402
940	649265	40708
941	649927	40016
942	650840	39340
943	651642	38656
944	652335	37966
945	653024	37276
946	653734	36587
947	654457	35898
948	655139	35207
949	655827	34517
950	656496	33825
951	657170	33134
952	657819	32442
953	658453	31749
954	659120	31058
955	659841	30369
956	660514	29678
957	661198	28987
958	661872	28296
959	662647	27610
960	663386	26922
961	664122	26233
962	664809	25543
963	665468	24851
964	666154	24161
965	666877	23471
966	667568	22781
967	668230	22090
968	668918	21399
969	669637	20710
970	670327	20020
971	671031	19330
972	671729	18639
973	672432	17949
974	673143	17260
975	673851	16570
976	674539	15879
977	675259	15189
978	675956	14499
979	676758	13811
980	677411	13120
981	678126	12430
982	678789	11738
983	679450	11047
984	680115	10357
985	680764	9666
986	681473	8975
987	682161	8285
988	682875	7595
989	683573	6904
990	684285	6214
991	684953	5523
992	685624	4833
993	686338	4142
994	687045	3452
995	687728	2761
996	688442	2071
997	689162	1381
998	689889	690
999	690599	0
